pt_code,pt_name
10024940,shooting lower abdominal pains
10024940,severe lower abdominal pain/cramping
10024940,sharp unbearable cramping pains in lower gut
10025134,lupus
10025482,feel a bit weird
10025482,ill feeling
10025482,feel pretty lousy
10025482,feel sick
10025482,malaisse
10025482,general malaise
10025482,malaise
10025482,felt just strange
10025482,feel like shit all the time
10025482,feel dreadful
10025482,i didn't feel right
10025483,feel weak and almost fainted
10025691,cancer
10026876,breast pain
10027175,memory lapses
10027175,balance is off at times
10027175,decrease in balance
10027175,effect on your memory
10027175,increased memory loss
10027175,affected my memory
10027175,very off balance
10027175,difficulty with memory
10027175,memory difficulties
10027175,memory trouble
10027175,impaired memory
10027175,memory weakened
10027175,memory fog
10027175,lost some memory
10027175,balance loss
10027175,off balanced-ness
10027175,balance problems
10027175,poor balance
10027175,memory problems
10027175,problems with memory
10027175,truble remembering
10027175,memory problem
10027175,barely remember anything that has happened recently
10027175,couldn't remember where i left my dog 10 minutes before
10027175,memeory problems
10027175,problems with my balance
10027175,couldnt remember anything
10027175,affected my balance
10027175,balance off
10027175,",lack of balance and cooridination"
10027175,memory failure
10027175,memory deficits
10027175,couldn't remember who i had dinner with last night
10027175,not able to remember things like whether i had done something or where i had placed something
10027175,memory impaired
10027175,poor memory
10027175,problems with balance
10027175,difficult to keep balance
10027175,lost some body balance
10027176,transient amnesia
10027296,menopausal
10027313,excessive mestrual bleeding
10027313,heavy menstral cycles
10027313,"clotting, and horrible periods"
10027313,heavy menstrual bleeding
10027313,heavy menstral bleeding with clots even though i had just finished my cycle a week before
10027313,increased menstruation
10027313,slightly heavier menstrual cycle
10027313,period all month long
10027323,mentstrual cramps
10027323,menstrual cramps without vaginal bleeding
10027323,major menstrual cramps
10027323,severe mentrual cramps
10027323,menstrual cramps with vaginal bleeding
10027323,menstrual cramps
10027323,period cramps
10027332,increased menstrual blood flow
10027370,mental distress
10027371,fogginess
10027371,foggy mental state
10027371,not as smart as i use to be
10027371,feel like an airhead
10027371,mental fogginess
10027371,brain feel kind of foggy
10027371,mind was starting to deteriorate
10027371,foggy
10027371,like im in a fog all the time
10027371,foggy-headedness
10027371,diminished mental acuity
10027371,feeling like my mind is fading away
10027371,in a fog
10027371,mental malaise
10027371,my head was foggy
10027371,i feel like i'm in a fog
10027371,foggy brain
10027371,feeling in a fog
10027371,not as sharp mentally
10027371,foggy thinking
10027371,mentally weaker
10027371,feel like i am in a fog
10027371,brain fog
10027371,feeling of being in a fog
10027371,mental fog
10027590,fitfull sleep
10027590,cannot sleep through the night
10027599,worse migraines
10027599,migrane headaches
10027599,worse headache than usual (i have migraine)
10027599,migranes
10027599,migranes during sexual intercourse
10027599,migraine
10027945,mood problems
10027951,mood swings
10027952,metal moods
10027952,moodiness
10027952,uncharacteristical moodiness
10027952,extreme moodiness
10027952,moody
10028045,impossible to move
10028045,unable to move
10028245,ms
10028245,multiple sclerosis
10028289,loss of muscle structure in the calf muscles
10028289,muscle wasting
10028289,loss of muscle mass in chest
10028289,atrophy
10028289,muscles deteriorated
10028289,loss of muscle mass in face
10028289,muscle disintegration/degeneration
10028289,muscle degenerating
10028289,muscles have diminished
10028289,less muscle mass
10028289,rhabdomyolysis/muscle loss
10028289,loss of muscle in left leg
10028289,muscle wasting in the shoulders
10028289,muscle wasting in the arms
10028289,loss of muscle mass in arms
10028289,muscle loss
10028289,shrinking muscels neck
10028289,lost a lot of muscle and replacedit with fat
10028289,loss of muscle
10028289,muscle atrophy
10028289,muscle atrophy arms
10028289,muscles wasting
10028289,losing muscle
10028289,muscle atrophy legs
10028289,noticible loss of muscle structure
10028289,loss of muscle mass in hands
10028289,shrinking muscels leg
10028289,losing muscular
10028289,shrinking muscels arms
10028289,arm muscles melting
10028294,muscle spasms
10028294,muscle crammps
10028294,mussel cramps
10028294,severe muscle back cramp
10028294,increase in cramping
10028294,muscle knots up
10028294,excessive cramping
10028294,cramp
10028294,severe muscle cramps
10028294,muscles cramp
10028294,cramps
10028294,severe muscle spasms in my legs
10028294,muscle spasams in face and neck
10028294,buttocks cramps
10028294,severe muscle spasms
10028294,cramping in back muscles
10028294,cramping
10028294,muscle cramping
10028294,body cramps
10028294,night muscle cramps
10028294,irregular cramping
10028294,very severe cramps
10028294,major cramps
10028294,cramping in back
10028294,severe cramping
10028294,cramped
10028294,knotting muscles
10028294,severe muscle cramping
10028294,muscle cramps
10028294,mild cramps
10028294,mild cramping
10028294,horrific cramps
10028294,severe cramps
10028304,fasciculations (muscle twitches)
10028314,"permanent, irreversible muscle damage"
10028314,muscle damage
10028314,muscle injury
10028330,muscle stiffness
10028330,tightened muscles in neck
10028330,muscles were very stiff
10028330,muscles stiff
10028334,severe neck cramps
10028334,cramping neck muscels
10028346,deeper muscle twitches on thighs
10028346,deeper muscle twitches on arms sides
10028346,muscle twitching on bottom of feet
10028346,muscle twitching on calves
10028346,legs twitching
10028346,fingers twitching
10028346,muscle twitches
10028346,muscle twitching in both arms
10028346,muscle twitching
10028346,mussel twitches
10028346,deeper muscle twitches on butt
10028346,muscles quivering
10028350,weakened muscle
10028350,weak muscles
10028350,lost muscular strength
10028350,weakness in muscles
10028350,strength decrease dramatically
10028350,severe muscle weakness
10028350,muscle weakness from the pevis down to my toes
10028350,muscle weakness causing nerve damage and imbalance
10028350,lost all strength
10028350,went down muscles
10028350,muscles weak
10028350,lost all the strength in my muscles
10028350,losing strength
10028350,loss of muscle strength
10028350,weakness in neck
10028350,acute weakness in the muscles of whole body
10028350,muscle weakness in mouth area
10028350,"when i went to sit down instead of sitng normaly i would almost fall down in the chair no control no strength, upon getting up i had to hold on to something to get up"
10028350,extreme muscle weakness
10028350,mussel weakness
10028350,no strength
10028350,muscles had become weak and stressed
10028350,weakness in upper back
10028350,in back weakness
10028350,loss of muscel strength
10028350,strength depletion
10028350,lower back weakness
10028350,muscle weakness in back
10028350,total muscel weakness
10028350,loss of support in all muscels in particular calf and leg
10028350,muscle weakness
10028350,significant strength reduction
10028350,decrease in muscle strength
10028350,loss of strength
10028350,lack of strength
10028350,decrease in overall strength
10028391,musclo-skeletal pain
10028411,sore weak muscles
10028411,muscle aches in chest
10028411,all-over muscle pain
10028411,soreness in muscles
10028411,debilitating muscle pain in my back
10028411,sore muscles
10028411,pain muscle
10028411,terrible musche aches
10028411,severe myalgia
10028411,muscle pain in shoulders
10028411,soreness of muscles
10028411,leg muscle pain
10028411,muscle pains
10028411,muscular aches and pains
10028411,pain in muscles of both upper arms
10028411,terrible muscle pain
10028411,muscles in my chest started aching
10028411,muscle aching
10028411,mild muscle pain
10028411,lots of pain in the muscles
10028411,unbearable muscle pain
10028411,sore muscle
10028411,achy muscles
10028411,muscle pain over the entire body
10028411,muscles pains
10028411,muscles hurt
10028411,leg muscle discomfort
10028411,"muscle aches,"
10028411,"terrible, migratory joint pain all over my body"
10028411,slight muscle soreness in arms
10028411,muscle pain in my biceps
10028411,aching muscles
10028411,painful muscles
10028411,muscle aches & pains
10028411,muscle pain
10028411,muscle aches
10028411,debilitating muscle pain in my arms
10028411,sore cheek muscles
10028411,muscular pain
10028411,muscle pains in my hips
10028411,intense muscle pain with intense burning in my arms
10028411,severe myalgias
10028411,myalgia
10028411,muscle pain in the shoulder
10028411,muscle ache
10028411,muscle aches in arms
10028411,very bad pain in my muscles
10028411,muscle achs
10028411,muscle pain in thighs
10028411,severe muscle pain
10028411,muscle and joint pain
10028411,muscule aches & pains
10028411,pain in muscles
10028411,muscles ached
10028411,muscle aches in thighs
10028411,muscular soreness in arms and shoulders
10028411,chronic pain in all my muscles
10028411,intense muscle pain with intense burning in my neck
10028411,glutes muscle pain in the
10028411,horrible muscle pains
10028411,chronic muscle pain
10028411,muscle pain just below shoulder blades
10028411,muscle pain in the arms
10028411,muscle aches in elbows
10028411,acute muscle pain
10028411,muscle soreness
10028411,muscle pain in left arm
10028411,muscule pain
10028411,shoulder muscle pain
10028411,muscle aches and pains
10028411,intense muscle pain with intense burning in my legs
10028411,muscle aces
10028411,muscle soreness in my forearms
10028411,muscle pain related to shoulders
10028411,muscles slightly sore
10028411,muscels hurts
10028411,thighs muscle pain in the
10028411,pain in almost every muscle
10028411,severe muscle aces
10028411,nagging muscle pain between and just below my shoulder blades
10028411,muscle aches in legs
10028411,overall muscle soreness
10028411,very painful muscle aches in the neck
10028411,pain in my thighs (muscle cramping)
10028411,musclesoreness
10028411,muscles aches
10028411,very bad muscle pain
10028411,muscles pain
10028411,severe muscle aches
10028411,muscular aches
10028411,muscel pain
10028411,bad muscle pains
10028411,very sore muscle pain in both shoulders
10028411,inflamatory muscle pain
10028411,deep muscle pain
10028411,muscle aches and pain
10028411,muscle fatigue
10028596,heart attack
10028596,walk a little funny
10028596,heart-attack
10028596,my gait was like someone who could barely walk
10028596,heart attacks
10028596,affected gait--small steps
10028641,severe myopathy
10028641,recks my muscles severly
10028641,damaging your muscles
10028641,permanent damage to my muscles
10028641,muscle problem
10028641,muscle problems legs
10028641,permanent muscle damage
10028641,muscle dmaage
10028641,leg muscle and thigh problems
10028641,every muscle from my waist down was effected
10028641,muscle issues
10028641,muscle problems
10028641,muscle damage
10028641,extreme muscle problems
10028641,damage to my muscles
10028641,problems with various muscles
10028641,damaging my muscles
10028653,muscle inflamation
10028653,inflammation of my foot muscles
10028735,stuffy nose
10028737,runny nose
10028768,sinus congestion
10028813,nausea
10028813,slight nausea
10028813,mild nausea
10028813,extreme nausea
10028813,nauseous
10028813,nausia
10028813,stomach queasy
10028813,severe nausea
10028813,light nausea
10028813,nauseated
10028813,queasiness
10028813,naseua
10028813,wanted to vomit
10028836,pain neck
10028836,very sore neck
10028836,neck pain
10028836,neck muscle pain in the
10028836,neck and shoulders ache
10028836,neck ache
10028836,neck pains
10028836,neck right down to my right shoulder blade is very very sensitive and very very painful
10028836,sore neck
10028836,muscle pain in neck
10028836,tremendous neck pain
10028836,neck and shoulders are sore all the time
10028836,pains neck
10028836,pain in neck and shoulders
10028836,muscle aches in my neck
10028836,pain in neck
10028836,neck pain up to the back of the head
10028836,neck muscle pain
10028836,neck hurt
10028836,pain in my neck
10028836,slight neck pain
10029202,nervous system problems
10029216,nervous
10029216,jittery
10029223,nerve pain
10029328,neuropathy
10029328,neuropthy in both feet
10029328,leg neuropathy
10029328,severe neuropathy
10029328,neuropathy in left foot
10029328,nerve problems in shoulder
10029328,neurophaty
10029328,neuropothy in right hand
10029331,neuropothy in right arm
10029410,night sweats
10029414,terrible nightmares
10029414,nightmares
10029414,vivid nightmares
10029453,bed wetting
10029716,low bp
10029716,low pulse
10029829,numbness on left side
10029829,numb-like
10029829,numbness
10029829,numb
10029833,face has felt numb
10029833,numbness on left side of face
10029833,numbness face
10029845,numbness in all of my finger tips
10029845,finger numbness
10029845,numbness in fingers
10029847,numbness/tingling?aching/ heavy feeling in limps
10029847,numbness in limbs
10029847,arms are always falling asleep
10029850,started going numb legs
10029850,numbness in ankles and toes
10029850,numbness in upper legs from knee to thigh
10029850,numbness in my shins
10029850,numbness in both legs
10029850,numb leg
10029850,"top outer thigh muscle starts to feel very warm, then get numb and lastly it starts to feel very cool (like the icy hot patch)"
10029850,numbness legs
10029854,numness aching feeling to my left arm
10029854,numbness in my shoulder
10029854,numbness in arms
10029854,arms started going numb
10029854,numbness on left arm
10029898,bad ocd
10030095,edema
10030109,severe edema with swelling of limbs
10030109,severe edema of lower extremities
10030867,ocular migranes
10031161,signs of osteoarthritis
10031165,arthritic knees
10031165,severe arthritis symptoms in knees
10031304,ear aches
10033371,severe pain in hips
10033371,severe pain shoulder
10033371,deep pain in my pelvis and down my legs
10033371,terribe pain
10033371,it hurts
10033371,severe pain in my calf muscles
10033371,intense shoulder and upper arm pain
10033371,intense and constant pain in arms
10033371,excruciating pain in my legs
10033371,severe pain in one ankle
10033371,severe pain in my legs
10033371,aching
10033371,extreme pain in thigh muscles
10033371,severe knee pain
10033371,little pain
10033371,painfull
10033371,extremly bad pains in arms
10033371,severe leg pains
10033371,pain pain pain
10033371,severe hip & feet pain
10033371,stabbing pain in my spine
10033371,pain bad
10033371,severe elbow pain
10033371,excruciating pain
10033371,extreme pain in back
10033371,severe lower back pain
10033371,debilitating muscle pains
10033371,horrible stomach pain
10033371,gut wrenching pain
10033371,severe pain in my thighs
10033371,severe pain in the neck
10033371,extreme back pain
10033371,sharp pain in my stomach
10033371,achiness
10033371,spikes of pain so severe
10033371,extreme pain in neck
10033371,severe hip pain
10033371,severe muscle pain in neck
10033371,sharp pain in the ball of my right foot
10033371,hurt
10033371,horrible leg pain
10033371,severe leg muscle pain
10033371,stabbing pain above a knee
10033371,aches and pains
10033371,severe pain legs
10033371,gut-renching abdominal pain
10033371,pains
10033371,severe muscle pain in left arm
10033371,constant aching/pain
10033371,excruciating pain in neck
10033371,excrutiating pain
10033371,severe pain close to my the crotch area
10033371,pain so bad
10033371,severe pain
10033371,severe pain in back
10033371,pain
10033371,extreme pain in upper back area
10033371,severe pain in feet
10033371,extreme joint pain
10033371,severe joint pains
10033371,severe back pain
10033371,imence pain in calf
10033371,horrible pain
10033371,severe muscle pain - especially in lower calfs of both legs
10033371,severe pain in calves
10033371,pain has been so intense
10033371,extremly bad pains in hands
10033371,severe pain in buttocks
10033371,constant leg pain
10033371,mild pain
10033371,severe pains
10033371,extremely tender calves
10033371,severe muscle pain in ankles
10033371,pain was too severe
10033371,extreme leg pain in the calves
10033371,severe leg pain
10033371,severe pain in legs
10033371,severe pain in leg
10033371,constint shoulder pain
10033371,extreme pain in both shoulders
10033371,severe leg muscle pains
10033371,strong pain
10033371,stabbing sharp pains
10033371,severe pain in the muscles in the shoulder area
10033371,severe muscle pain in shoulders
10033371,constant pain
10033371,extreme muscle pains
10033371,severe abdominal pain
10033371,severe muscle pains
10033371,extreme stomach pain
10033371,extreme muscle pain
10033371,servere pain
10033371,extreme pain in all my joints
10033371,extreme ache in left arm
10033371,exteem pain in my ankle
10033371,severe joint pain
10033371,imence pain in legs
10033371,severe muscle pain in legs
10033371,major sharp pain in the side
10033371,pains so bad
10033371,extreme pain in my should and arm
10033371,ache
10033371,painful
10033371,imence pain in feet
10033371,extreme pain in shoulders
10033371,extrem pain in knee joints
10033371,excrutiation pain throughout my entire body
10033371,severe abdonimal pain
10033371,horriable crippeling pain hit both knees at same moment
10033371,intermittent pain
10033371,severe joint pain in the knees
10033371,"ache was extreme, almost unbearable"
10033371,back pain
10033371,intense and constant pain in legs
10033371,severe pain in right heel
10033371,extreme right shoulder pain
10033371,stiffnes and pain in my right hip
10033371,severe pain in my knees
10033371,severe pain in my feet
10033371,severe back pains
10033371,severe intense left arm and shoulder pain
10033371,worse pain
10033371,sharp pain shoulder
10033371,severe back and hip pain
10033371,"quick, sharp pain in center of chest"
10033371,severe pains in my arms
10033371,constant low level pain
10033371,sore
10033371,severe pain in the upper back
10033371,severe chest pain
10033371,constant pain knees
10033371,extreme muscle pain in shoulders
10033371,pain is so intense
10033371,extreme pain
10033371,extreme muscle pain in arms
10033371,pain in the lower part of my knees
10033371,terrible stomach pain
10033371,very severe pains
10033371,"severe pain in left shoulder,"
10033371,excruciating pain in shoulders
10033371,severe pain in both thighs
10033371,pain was worse
10033371,crippling back pain
10033371,"left leg, below the knee, experienced intense pain"
10033371,major stomach pain
10033371,sharp shock like pain in head
10033371,severe pain in my limbs
10033371,severe left knee pain
10033371,very bad pain
10033371,severe muscle pain in calves
10033371,severe pain muscles
10033371,severe pain in hand
10033371,horrible pain in both shoulders
10033371,worst pain i have ever experienced
10033371,server pain
10033371,extreme constant pain
10033371,pain unbearable
10033371,severe calf pain
10033371,deep constant pain
10033371,increasing pain
10033371,excruciatig pain
10033371,horrible pain in left knee
10033371,severe muscle pain
10033371,hideous constant pain
10033371,severe muscle pain in my shoulders
10033371,severe foot pain
10033371,pressure pain
10033371,severe foot pains
10033371,stabbing pain between shoulder blades
10033371,aches
10033371,pain severe
10033371,severe neck pain
10033371,horriable pain that almost throws me down
10033371,severe thigh muscle pain (both legs involved)
10033371,intense pain in my knees
10033371,severe pain in shoulder
10033371,severe muscle pain in elbow
10033371,severe pain in left calf
10033371,sever muscle pain
10033371,severe muscle pain in hips
10033371,severe pain in both calfs
10033371,extreme muscle aches
10033371,extreme pain in legs
10033371,"excruciating, unusual abdominal pain"
10033371,so much pain
10033371,constant pain shoulders
10033371,severe muscle pain in sholder
10033371,deep pain- like gas pains
10033371,pain in every muscle
10033371,extreme leg pain
10033371,severe pain in my left arm
10033371,severe joint pain in the shoulders
10033371,extreme lower back pain
10033371,soreness
10033371,severe shoulder pain
10033371,"intense, horrid pain"
10033371,extremly bad pains in shoulders
10033376,hurts to get out of a chair
10033376,discomfort when i walk
10033376,hurts to go up stairs
10033376,painful time lifting my own arm
10033376,painful to walk
10033376,hurt to walk
10033376,pain trying to walk
10033376,walk was a very painful and a very slow
10033376,turning in bed is painful
10033376,pain when i sit down or stand from a sitting position
10033376,hurts to get up in the morning
10033376,leg muscles painful to light pressure
10033376,hurt to stand
10033376,moving in bed is painful
10033376,hurt to get up
10033376,contact pain where weight presses against things
10033379,ankles ache so bad
10033379,pain in ankles
10033379,muscle in my angles hurt
10033379,ankle hurt
10033379,ankles started aching
10033379,sore and stiff ankles
10033379,sore ankles
10033379,terrible pain in my ankles
10033379,terrible pains in ankle
10033379,ankle pain
10033379,joints in my angles hurt
10033379,hurt from my ankles to my hips
10033379,pain in ankle
10033386,severe (burning) pain in left hand
10033386,burning in back of neck
10033386,burning in legs
10033386,severe (burning) pain in upper left arm
10033386,calf of left leg began to burn
10033386,severe (burning) pain in lower left arm
10033386,burning in arms
10033386,severe b/l shoulder pain
10033401,stomach gas and intense pain
10033401,massive gas cramps
10033407,hungry feeling
10033407,hunger pangs
10033413,pain in upper right arm
10033421,pain in left arm
10033421,pain has gone into my upper arm on my left side
10033422,calves hurt
10033422,calves are sore and tender to the touch
10033422,intense calf pain
10033422,aches in calf muscles
10033422,calf pain
10033422,lower leg pain
10033422,pain in lower legs
10033422,pain in both calves and thighs
10033422,pain in my calves
10033422,calf muscles painful to touch
10033422,persistent pain in calf
10033422,severe pain in left leg
10033422,calves muscle pain in the
10033422,calves tire and burn
10033422,calves muscle pain in
10033422,calf sensation turned painful
10033422,pain in calf muscle
10033422,calf pains
10033422,pain in the lower legs
10033424,aching joints elbows
10033424,joint aches in elbows
10033424,joint pain in elbows
10033424,elbows sore
10033424,pain in both elbows
10033424,muscle pain in left elbow
10033424,elbow pain
10033424,major sorness in elbows
10033424,elbow painful
10033424,pain in elbow
10033424,chronic elbow pain in both arms
10033424,pain in elbows
10033424,joint pain (elbows!)
10033428,fingers hurt
10033428,wild mood swings
10033428,emotional changes
10033428,mood change
10033428,severe mood swings
10033428,changes in mood
10033428,pain in my fingers
10033428,mood changes
10033428,aching in my fingers
10033428,mood swings
10033428,sore fingers
10033430,right hand has been hurting
10033430,pain in my hands
10033430,pains in hands
10033430,hands hurt
10033430,very bad pains in hands
10033430,aches in hands
10033430,hand pain
10033430,pain in hands
10033430,hands sore
10033430,very severe pain in hands
10033431,heel pain
10033431,heels hurt
10033431,right heel pain
10033431,right heel became painful
10033431,left heel pain
10033431,painful heels
10033432,hips ache
10033432,pain around the hipjoints
10033432,joint pain in the hips
10033432,pain in my left hip
10033432,muscle pain in hips
10033432,sore hip(tightit band)
10033432,hip hurt
10033432,hip soreness
10033432,hip pain
10033432,muscle pain in right hip
10033432,pain in my hipjoints
10033432,pain in hips
10033432,terrible pain in hips
10033432,sore and stiff hips
10033432,pains hips
10033432,pain in hip
10033432,aches in hip joint
10033432,hips pain
10033432,severe muscle pain in hip joints
10033432,muscle pain in hip
10033432,joint pain in hips
10033432,hip and back pain
10033432,hip joint pain
10033432,pains in hips
10033432,joint pain in thighs
10033432,hip pains
10033432,hips hurt
10033432,pain of the hip joint
10033432,joint pain in my hips
10033432,hip thigh pain
10033432,pains in my hip
10033432,aching in hips
10033432,pain in my hip
10033432,hip hurts
10033432,my hips hurt on both sides
10033446,pain in my left leg
10033446,pain in my my left leg
10033446,extreme ache in left leg
10033446,pain in my left leg and foot
10033447,very bad pains in arms
10033449,sore left testicle
10033452,my toes ached
10033452,terrible pains in big toe
10033452,toes became so painful
10033452,aching in toes
10033452,toes painful
10033452,pain in toes and feet
10033452,toes acking
10033452,toes hurt
10033456,pain in knuckles
10033456,joints in my hands hurt
10033456,painful inflamation of knuckles
10033473,pains in legs
10033473,pain in my lower legs and feet
10033473,achy legs
10033473,legs were hurting too much
10033473,acute pain in the legs
10033473,legs ache
10033473,debillitating leg pain
10033473,aches in legs
10033473,pain/cramps in both my legs
10033473,legs ache so bad
10033473,shin pain
10033473,ache and discomfort in my legs
10033473,pain in leg
10033473,legs ached
10033473,pain in legs
10033473,pain in the leg
10033473,in both legs pain
10033473,leg soreness
10033473,lower legs hurt
10033473,legs just ached
10033473,pain in my legs
10033473,legs are sore
10033473,lower legs have been hurting
10033473,leg pains
10033473,developed sore legs
10033473,legs are killing me
10033473,pain in my lower leg
10033473,pain in both legs
10033473,leg pain
10033473,legs painful to the touch
10033473,pain in my lower legs
10033473,pains in his legs
10033473,aching in legs
10033473,pain in the legs
10033473,sore legs
10033477,pain in the ovaries (menopausal for 20 years)
10033489,right upper quadrant abdominal pain
10033494,sore throat
10033494,hurts throat
10033494,throat pain
10033494,pain in throat
10033533,pale/yellow complexion
10033557,heart palpatations
10033557,heart racing
10033557,palpitations
10033557,heart palpitations
10033557,palpatations
10033557,heart palputations
10033645,acute pancreatic attack
10033645,pancreas is very swollen
10033645,pancreatitis
10033664,panic attacks
10033664,panic attack
10033664,mild panic attack
10033775,tingles although the body
10033775,tingle
10033780,numbness in mouth
10033780,numbness in tongue and gums
10033799,paralysis
10034009,parkinson's-type tremor in left hand
10034010,symptoms of parkison's disease
10034010,parkinson's symptoms
10034010,symptoms of parkinson's disease
10034263,lower pelvic pain
10034263,intense pelvic pain
10034545,periorbital edema
10034610,toe neuropathy
10034610,periphael neuropathy
10034610,peripheral neuropathy in arms
10034610,peripheral neuropathy
10034610,periphiral neuropathy
10034610,peripheral neuropathy in my hands
10034611,peripheral neuropathy in feet and legs
10034674,peritonitis
10034719,changed my personality
10034719,"changed my personality, from happy to a grouch"
10034719,change in personality
10034879,phlebitis
10034966,photosensitivity
10035067,pins and needles on right arm
10035067,tingling extremities
10035067,tingling in my arms
10035067,tingling in my shins
10035067,constant pins and needles in the ball of the foot
10035067,tingling in the hands
10035067,tingling in muscles of upper torso
10035067,severe tingling
10035067,tingling and sunny sensation on my face
10035067,fingers and toes were tingling
10035067,finger tingling
10035067,tingly feeling in scalp
10035067,tingling in back of neck
10035067,pins and needles
10035067,tingling in arm and hand
10035067,tingling in my feet
10035067,tingling in the soles of my feet
10035067,tingling in my fingers
10035067,tingling on left arm
10035067,tingling in the scalp
10035067,tingling in the neck
10035067,tingly feeling in hands
10035067,in arms tingling
10035067,tingling in arms
10035067,tingly hands
10035067,tingling of feet
10035067,tingling sensation in the back of my neck
10035067,tingling legs
10035067,pins and needles feeling
10035067,very painful pins and needles over entire foot
10035067,tingling in toes and feet
10035067,tingling in hands
10035067,tingling
10035067,tingly
10035067,tingling in feet
10035067,tingling face
10035067,tingling toes
10035067,tingling on left side of face
10035067,weird toe tingling
10035067,tingling in fingers
10035067,tingling in side of face
10035067,tingling in extremities
10035067,tingling hands
10035155,plantar fasciitis in my feet
10035155,sore feet (faciitis)
10035155,severe plantar faciitis
10035155,plantar fasciitis of my left foot
10035155,plantar fasciatis
10036086,frequent menstral periods
10036097,very intense muscle pain with burning from the middle of my back and around my ribs to the center of my chest
10036149,trouble concentrating
10036149,difficulty concentratiing
10036149,problems concentrating
10036149,terrible concentration
10036149,thinking problems
10036149,concentration is worse than ever
10036149,some concentration problems
10036149,concentration is poor
10036149,poor concentration
10036155,little circulation in my fingers
10036399,post-menopausal and have now had a six day period
10036399,little vaginal bleeding in spite of being menopausal for 10 years
10036399,cycle was back (i'm menopausal )
10036399,my cycle was back (i'm menopausal )
10036502,pms symptoms
10036637,pressure in the stomach
10036790,productive cough
10036792,vision severe impairment
10036875,extended bleeding during menstruation
10037089,pruritus ani
10037484,pulse is still extremely high
10037484,resting pulse jumped to between 100 and 105
10037484,resting pulse had jumped to about 120
10037484,rapid pulse
10037484,pulse was high
10037825,elevated cpk
10037825,elevated creatine
10037825,cpk spike
10037825,cpk elevated
10037825,cpk mildly elevated
10037825,elevated cpk levels
10037825,cpk was elevated
10037825,elevated creatinine
10037825,slightly elevated cpk
10037844,rash
10037844,abdominal rash
10037844,skin rash back of my neck
10037844,rashes
10037844,bumps on both sides of my stomach that looks like chicken pots
10037844,spots on my body
10037844,red dots on skin all over body
10037844,rash on my wrist
10037844,strange poisen-ivy like rash on chest and breast
10037844,rush all over my face
10037844,rash on upper left torso
10037844,massive triangular rash on my forehead
10037844,red spots all over my body
10037844,skin rash
10038211,lost all interest in everything
10038211,no enthusaism
10038211,wanting to quit everything and give up
10038211,want to give up
10038435,kidney failure
10038490,pain in my kidney area
10038490,kidney pain
10038490,kidneys hurt
10038742,restless leg syndrome
10038742,attack of restless leg syndrome
10038742,restlessness in my legs
10038742,restless legs
10038742,restless leg syndrom
10038742,legs are restless
10038743,restless
10038776,dry heaves
10039020,rhabdomyolosis
10039020,rhabdomyolysis
10039073,rheumatoid arthritis
10039073,rheumatoid arthtitis
10039083,aggrivates my rhinitis
10039083,rhinitis
10039183,last straw was ringing in the ears
10039183,ears ringing
10039183,ringing in the ears (tinnitus)
10039183,ringing in my ears
10039183,ringing in the ears
10039183,ringing in my left ear increased
10039326,tendon ruptures
10039326,torn ham string
10039509,scabs
10039674,sciatic pain
10039674,sciatica
10039729,blind spot
10039897,sedation
10039995,plugged ears
10040000,legs feel leaden
10040000,feeling like i was walking through waist-deep mud
10040000,felt like i had lead in my legs
10040000,leg heaviness
10040000,heavy aching legs
10040000,lead legs
10040000,heaviness
10040000,legs always feeling like lead
10040000,feet felt like led
10040000,my legs became lead
10040000,heaviness in the legs
10040000,arms feel heavy
10040000,heavy legs
10040175,elevated calcium
10040190,cholestrol went up dramatically
10040477,sexual dysfunction
10040533,rapid shallow breathing
10040586,going into shock
10040615,pain in shoulder joint
10040617,soreness in shoulder
10040617,pain in the shoulders
10040617,shoulder pain
10040617,pain in shoulders
10040617,pain in shoulders joints
10040617,soreness in shoulders
10040617,pain in my shoulder
10040617,left shoulder upper arm pain
10040617,shouldar ache
10040617,pain has gone into my shoulder
10040617,left shoulder is terribly painful
10040617,aching pain across my shoulders
10040617,sore shoulder
10040617,pain in my shoulders
10040617,shoulder painful
10040617,terrible pain in shoulders
10040617,very bad pains in shoulders
10040617,muscle aches in my shoulders
10040617,b/l shoulder pain
10040617,pain in the back in shoulder muscles
10040617,shoulder pain was unbearable
10040617,aches and pain in both shoulders
10040617,shoulders ache
10040617,pain in shoulder
10040617,pain in the shoulder
10040617,left shoulder aches
10040617,pain in shoulder-feels like arm pulled out of socket
10040618,joint pain in my shoulders
10040618,aching joints shoulders
10040618,aching in shoulders
10040618,joint pain in shoulder
10040747,sinus pain
10040831,skin condition
10040842,skin was very red and rough
10040842,skin was all red
10040880,skin irritation
10040902,red bumps on my skin
10040908,skin began to come off
10040952,hands are warm to touch
10040982,couldn't get enough sleep
10040999,wake up on and off all night long
10041000,sleeping all day and night
10041001,loss of sleep
10041001,lack of sleep
10041014,wanted to sleep all of the time
10041014,sleepy all or most sf the time
10041017,couldn't sleep at night
10041017,inability to sleep
10041017,could not sleep
10041017,couldn't sleep
10041017,not sleeping
10041017,unable to sleep
10041017,no sleep
10041017,haven't slept
10041053,slurred speech
10041053,slurring in speech
10041053,slurred speach
10041053,slurpy speach
10041408,spasm
10041408,bad cramps
10041408,spasms
10041408,spasms all throughout my legs
10041408,spasms in left arm
